index,result,odds_home,odds_draw,odds_away,points_home,points_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,shots_given_home,shots_given_away,shots_conceded_home,shots_conceded_away,corners_difference_home,corners_difference_away
2570.0,away win,3.1,3.2,2.4,9,6,8,4,4,6,52,60,55,65,-10,-5
2571.0,draw,2.8,2.9,2.87,4,4,5,4,10,7,53,59,63,42,4,12
2572.0,draw,3.4,3.6,2.05,11,12,11,12,5,2,55,57,68,53,10,-11
2573.0,away win,1.95,3.5,3.8,5,6,4,4,4,6,47,55,65,64,-6,6
2574.0,home win,2.1,3.25,3.75,8,5,9,8,6,10,57,77,54,55,-8,11
2575.0,draw,1.8,3.4,5.0,5,4,2,8,5,9,65,60,30,39,10,5
2576.0,home win,1.36,4.5,11.0,9,7,12,5,5,7,61,58,54,51,11,1
2577.0,home win,1.9,3.25,4.5,6,8,1,6,1,5,27,41,65,66,-23,-11
2578.0,home win,1.9,3.5,4.0,5,4,4,4,9,12,38,66,79,49,-12,7
2579.0,away win,4.1,4.2,1.75,7,9,4,9,5,4,46,70,55,44,-2,12
2580.0,draw,2.6,3.3,2.7,9,9,4,8,3,5,55,55,63,68,-5,5
2581.0,draw,2.37,2.9,3.3,5,6,5,5,7,5,64,56,46,46,9,-2
2582.0,away win,5.75,3.6,1.65,6,9,6,10,7,4,61,60,55,50,7,15
2583.0,draw,3.4,2.87,2.45,4,6,3,3,7,3,43,64,60,30,-10,9
2584.0,home win,1.3,5.25,10.0,10,11,7,9,2,4,54,56,49,59,-4,-9
2585.0,away win,2.55,3.1,2.9,5,4,4,4,10,11,41,65,68,46,-7,10
2586.0,away win,2.0,3.25,4.0,4,6,4,6,7,1,43,39,59,58,-3,-13
2587.0,home win,1.12,9.0,17.0,12,4,11,3,4,8,61,49,46,60,5,6
2588.0,home win,2.7,3.4,2.55,2,8,6,6,10,6,55,39,37,73,7,-19
2589.0,home win,2.15,3.3,3.4,4,5,5,4,8,5,67,51,56,58,-1,-1
2590.0,draw,1.4,4.4,9.0,7,5,7,4,5,7,57,43,61,62,4,-7
2591.0,home win,1.5,4.0,7.5,8,4,8,3,5,9,44,56,67,65,-12,4
2592.0,draw,5.25,4.2,1.61,8,13,7,8,1,0,37,63,57,42,-12,6
2593.0,home win,2.25,3.0,3.6,7,5,3,4,8,6,58,54,39,42,12,9
2594.0,home win,1.33,4.75,11.0,11,4,10,3,3,10,67,38,53,56,8,-1
2595.0,home win,2.62,3.3,2.62,6,7,6,5,5,6,62,66,54,55,10,-1
2596.0,home win,2.25,3.25,3.2,10,5,6,4,4,6,52,36,59,73,-11,-20
2597.0,away win,2.37,3.0,3.25,6,5,5,6,5,8,46,56,49,34,-9,8
2598.0,away win,6.5,4.75,1.44,4,12,3,11,5,4,51,62,66,48,-1,0
2599.0,home win,2.5,3.0,3.1,4,4,3,4,4,7,70,47,32,50,11,1
2600.0,home win,3.2,3.2,2.37,1,8,2,9,11,3,60,44,64,56,12,-9
2601.0,away win,4.5,3.2,1.95,2,7,3,6,7,4,63,60,33,51,8,12
2602.0,draw,1.8,3.6,4.75,11,13,9,10,2,2,68,60,43,47,11,6
2603.0,away win,2.3,2.9,3.6,3,5,3,5,11,6,31,50,64,51,-3,-4
2604.0,away win,2.5,3.0,3.2,4,8,3,7,7,5,34,46,77,62,-17,-12
2605.0,away win,2.87,3.5,2.4,4,13,5,7,9,2,69,54,51,51,-2,-11
2606.0,draw,2.3,3.3,3.2,6,8,4,9,4,6,35,60,67,61,-18,5
2607.0,away win,2.3,3.1,3.3,8,7,7,4,7,9,56,47,42,52,3,6
2608.0,home win,1.85,3.5,4.2,1,4,3,3,8,5,46,51,48,63,2,-2
2609.0,home win,1.36,4.75,8.5,15,6,11,5,2,5,63,62,42,34,9,4
2610.0,home win,1.28,5.25,11.0,13,4,11,7,3,8,61,56,49,64,2,-3
2611.0,draw,2.15,3.4,3.4,8,4,10,5,7,9,52,66,50,53,6,3
2612.0,home win,2.62,2.8,3.2,4,3,2,3,3,11,44,41,64,52,-12,2
2613.0,draw,2.9,3.2,2.55,5,3,5,2,5,8,47,32,56,75,-7,-13
2614.0,away win,5.0,3.9,1.7,10,15,8,9,4,1,48,65,63,43,-8,10
2615.0,away win,2.7,2.9,2.9,1,2,2,2,7,8,36,61,74,38,-4,9
2616.0,draw,3.1,2.9,2.55,9,6,5,4,8,4,48,66,54,32,-4,2
2617.0,away win,4.33,4.0,1.72,13,9,8,7,2,4,54,68,56,40,-13,19
2618.0,draw,2.9,3.4,2.45,8,3,8,4,5,8,54,49,64,44,-6,8
2619.0,home win,1.44,4.33,8.0,7,8,7,6,4,6,58,58,48,45,1,8
2620.0,home win,2.0,3.2,4.2,4,6,4,3,7,3,32,43,73,60,-11,-11
2621.0,draw,4.2,3.2,2.0,8,13,11,9,8,3,46,66,54,49,-3,2
2622.0,home win,2.05,3.4,3.5,4,10,4,5,8,3,58,41,50,50,0,-5
2623.0,away win,2.6,3.0,2.87,6,10,4,8,4,6,51,55,33,59,2,-13
2624.0,home win,1.14,8.0,19.0,9,0,9,2,5,8,76,38,45,57,22,-7
2625.0,draw,2.45,3.0,3.1,7,5,4,3,5,6,65,59,47,35,0,13
2626.0,home win,2.05,3.6,3.3,4,8,7,8,10,5,54,52,69,62,-6,-3
2627.0,away win,3.1,3.0,2.45,9,9,6,7,3,3,49,56,61,56,-2,3
2628.0,away win,1.72,3.6,5.25,4,5,5,5,7,5,48,56,38,42,5,6
2629.0,home win,1.2,6.5,13.0,15,0,7,1,1,12,56,33,46,48,3,5
2630.0,home win,3.2,3.0,2.45,10,6,5,6,4,9,36,40,57,60,-8,-2
2631.0,away win,9.5,5.25,1.3,6,11,4,10,4,5,48,75,55,48,-5,16
2632.0,home win,1.5,3.8,8.0,11,7,9,7,4,7,61,63,52,46,-11,3
2633.0,away win,3.4,3.2,2.25,0,7,1,3,6,4,39,61,52,48,-11,8
2634.0,away win,3.8,3.2,2.1,5,6,5,6,6,5,52,50,67,72,4,-11
2635.0,home win,3.4,3.1,2.3,5,4,2,4,5,8,53,35,32,71,2,-2
2636.0,home win,1.4,4.75,8.5,11,6,9,8,4,9,68,62,59,67,13,-6
2637.0,draw,3.5,3.0,2.25,0,5,1,4,8,6,39,47,51,31,7,-1
2638.0,away win,2.3,3.25,3.1,10,4,10,6,7,8,56,57,50,32,-6,7
2639.0,away win,6.5,4.5,1.45,8,15,8,7,6,0,46,64,56,46,-4,7
2640.0,home win,2.1,3.1,3.8,7,5,4,3,4,4,58,55,55,49,1,-5
2641.0,away win,1.8,3.4,4.75,9,7,8,3,5,5,56,54,59,44,-3,-6
2642.0,away win,1.14,8.0,17.0,11,10,10,6,5,5,66,44,55,64,13,-5
2643.0,away win,2.3,3.3,3.1,4,1,6,1,8,7,71,37,46,58,4,1
2644.0,away win,1.61,4.0,5.25,3,5,6,6,11,7,48,45,62,67,3,-6
2645.0,away win,3.6,2.9,2.25,5,11,3,9,5,4,46,58,28,61,0,-7
2646.0,away win,2.05,3.4,3.5,6,7,8,9,9,8,65,55,67,58,-5,-1
2647.0,home win,1.45,4.75,6.0,15,9,7,9,1,7,61,58,48,47,5,-9
2648.0,draw,2.37,3.3,2.9,7,13,8,9,8,2,55,68,37,66,11,8
2649.0,home win,1.53,4.0,6.0,4,0,4,1,8,7,44,44,67,50,6,-5
2650.0,away win,5.5,4.33,1.53,4,10,2,9,6,5,40,67,58,54,2,16
2651.0,home win,2.62,3.3,2.62,4,4,3,5,6,6,61,68,47,46,8,2
2652.0,home win,1.53,4.0,6.0,6,7,8,5,9,4,49,58,55,58,-8,-5
2653.0,draw,1.95,3.0,4.5,11,8,9,7,3,6,55,61,70,34,-10,13
2654.0,draw,5.0,3.8,1.66,0,2,1,6,7,12,54,54,45,52,0,12
2655.0,home win,2.0,3.5,3.4,10,6,10,5,7,6,55,54,63,61,-3,4
2656.0,draw,2.62,3.8,2.35,10,15,4,8,3,2,49,59,48,48,-8,2
2657.0,home win,5.0,3.8,1.66,5,2,5,1,7,6,44,50,66,34,-7,0
2658.0,draw,1.75,3.75,4.2,10,6,6,8,5,8,47,69,62,69,-11,-13
2659.0,home win,1.9,3.4,4.0,13,7,8,5,1,6,61,49,66,68,3,3
2660.0,draw,2.5,3.25,2.9,7,3,5,5,6,7,58,51,61,51,-10,6
2661.0,home win,2.75,3.1,2.75,10,3,12,3,7,10,59,53,63,62,0,3
2663.0,away win,2.8,3.2,2.6,4,4,2,5,9,6,37,69,67,44,-1,8
2664.0,draw,2.8,3.2,2.6,6,6,5,6,6,6,59,59,49,36,1,13
2665.0,draw,1.57,4.0,6.0,6,7,10,8,9,10,46,73,57,61,-12,-4
2666.0,home win,2.1,3.5,3.5,7,7,5,6,5,7,47,49,72,64,8,-4
2667.0,home win,1.57,4.0,6.0,7,8,10,5,6,5,50,47,49,59,-8,-7
2668.0,home win,1.95,3.25,4.33,2,10,1,8,6,7,53,50,39,69,3,-12
2669.0,home win,2.2,3.6,3.1,3,9,4,7,6,5,52,57,49,74,12,11
2671.0,home win,1.85,3.6,4.33,6,4,5,5,5,7,70,62,46,50,0,5
2672.0,home win,2.05,3.1,4.2,12,4,12,2,5,9,46,37,68,73,-5,-1
2673.0,draw,4.75,3.8,1.72,6,13,6,9,6,4,59,58,35,53,13,-2
2674.0,draw,3.5,2.9,2.37,4,4,3,2,9,6,32,54,65,43,0,6
2675.0,draw,2.0,3.4,4.0,6,4,6,6,6,12,56,62,86,57,8,-6
2676.0,away win,4.2,3.3,1.95,7,7,8,4,5,3,57,46,68,47,-15,-2
2677.0,away win,4.0,4.0,1.8,6,11,4,8,5,4,72,64,47,52,5,9
2678.0,away win,2.3,3.2,3.25,10,6,8,7,5,10,52,59,62,70,-18,-5
2679.0,away win,3.0,3.0,2.55,7,3,6,3,7,11,55,55,63,56,-15,3
2680.0,home win,1.5,4.0,7.5,11,12,8,11,2,4,51,52,68,54,-9,0
2682.0,draw,2.8,3.0,2.7,4,5,4,5,7,6,60,66,56,48,6,8
2683.0,home win,1.53,4.33,6.0,12,7,12,9,3,6,71,58,52,56,13,-9
2684.0,away win,1.53,4.2,5.75,7,7,5,7,2,6,62,45,43,93,-1,2
2685.0,home win,2.45,3.1,3.0,5,6,1,6,3,7,60,66,46,49,12,8
2686.0,draw,7.5,4.2,1.45,5,11,5,11,7,3,55,53,52,66,-8,-8
2687.0,home win,1.57,3.8,5.75,7,4,8,3,8,9,54,38,62,62,-5,-2
2688.0,away win,1.8,3.5,4.5,4,4,5,4,9,8,51,50,58,85,-9,-23
2689.0,home win,1.22,6.0,11.0,11,5,9,5,6,7,57,57,57,52,3,10
2691.0,home win,1.4,4.5,7.5,13,9,8,10,2,9,72,56,58,64,-2,-5
2692.0,away win,5.75,4.2,1.53,6,12,5,12,5,2,59,70,43,46,4,13
2693.0,away win,2.35,3.0,3.4,5,1,4,2,5,9,51,50,54,46,4,1
2694.0,draw,1.61,3.9,5.5,11,10,10,10,2,7,59,56,66,58,-2,-1
2695.0,draw,3.1,3.1,2.45,4,6,3,4,7,5,48,55,76,51,-21,-3
2696.0,home win,2.25,3.1,3.5,6,7,5,4,3,3,62,54,44,53,4,7
2697.0,away win,2.8,3.2,2.6,7,6,7,5,6,8,45,62,86,48,-4,10
2698.0,home win,2.7,3.1,2.75,7,6,7,3,7,5,46,53,61,41,-21,-4
2699.0,home win,3.3,2.9,2.37,1,3,2,2,11,10,37,52,58,41,-3,4
2700.0,away win,6.0,4.5,1.5,9,11,9,8,8,5,54,61,68,55,1,1
2702.0,draw,1.57,4.33,5.25,12,13,14,7,2,1,67,68,45,48,16,-7
2703.0,home win,4.2,3.4,1.9,10,11,10,6,8,2,49,67,56,46,1,-8
2704.0,away win,5.5,3.3,1.75,5,9,3,9,7,2,53,64,47,51,-8,8
2705.0,away win,1.18,7.0,15.0,11,7,8,5,4,6,62,47,58,50,1,-2
2706.0,home win,4.75,3.8,1.72,7,10,4,14,4,3,44,70,53,45,5,16
2707.0,draw,2.6,3.0,3.0,4,7,4,7,6,6,50,51,43,51,2,-12
2708.0,home win,2.05,3.2,4.0,3,6,2,6,9,8,50,57,33,65,10,3
2709.0,home win,1.6,4.0,5.25,8,7,6,7,7,7,50,42,61,87,-9,-10
2710.0,away win,1.75,3.3,5.5,4,5,3,3,6,6,37,37,50,82,-10,-23
2711.0,draw,2.25,2.9,3.8,4,2,2,3,4,7,58,47,44,55,4,5
2712.0,away win,2.5,3.25,2.9,9,8,7,7,6,2,69,63,40,43,11,4
2713.0,home win,3.2,3.1,2.4,8,4,3,4,3,7,34,39,78,84,-11,-5
2714.0,away win,2.0,3.6,3.6,10,10,13,6,2,3,58,69,45,57,3,-3
2715.0,home win,3.25,2.9,2.4,7,6,5,4,4,5,47,53,49,28,-9,15
2716.0,away win,1.45,4.33,7.5,10,4,6,4,3,6,67,52,48,45,-11,1
2717.0,home win,1.55,3.8,6.5,9,6,9,6,2,9,62,65,51,41,5,17
2718.0,away win,2.3,2.9,3.5,2,4,4,3,8,7,44,43,59,46,1,-16
2719.0,draw,3.6,3.3,2.1,10,10,6,7,4,7,49,51,58,62,1,-13
2720.0,away win,1.85,3.1,5.0,10,10,5,7,3,8,40,51,47,53,8,6
2721.0,home win,1.57,3.75,6.0,10,4,9,3,1,5,63,60,42,34,2,6
2722.0,draw,2.37,3.25,3.0,3,4,5,3,10,9,50,62,66,48,-1,-4
2723.0,away win,2.55,2.75,3.3,7,8,4,4,4,4,43,48,52,61,-8,-3
2724.0,home win,1.33,5.25,9.0,12,4,9,4,4,7,68,62,61,41,-13,6
2725.0,home win,3.0,3.0,2.6,6,7,4,5,4,4,57,72,31,43,17,2
2726.0,away win,5.5,3.3,1.75,7,11,4,10,4,1,48,69,50,53,-8,9
2727.0,draw,6.5,4.75,1.44,7,7,4,9,5,5,52,52,41,52,-14,4
2728.0,home win,1.45,4.33,7.5,3,10,4,5,11,4,61,22,45,84,12,-18
2729.0,away win,3.0,3.2,2.45,2,12,2,13,9,2,49,70,49,32,-5,11
2730.0,draw,2.25,3.2,3.4,10,4,6,4,8,7,52,41,54,62,2,-1
2731.0,draw,3.1,3.1,2.45,4,7,4,4,7,4,44,43,64,42,2,10
2732.0,home win,1.61,4.0,5.5,8,2,5,4,6,8,44,40,55,57,-9,1
2733.0,draw,4.0,3.3,1.95,10,1,6,2,4,12,21,53,74,48,-9,-3
2734.0,draw,2.05,3.3,3.6,3,7,4,3,10,4,54,45,49,49,3,-4
2735.0,home win,1.4,5.0,7.5,5,6,6,5,6,9,60,63,51,38,12,7
2736.0,home win,1.5,4.0,7.0,4,7,3,5,5,6,65,46,47,54,-2,-4
2737.0,home win,1.4,4.2,10.0,11,11,7,5,1,1,63,42,50,56,8,-9
2738.0,away win,2.5,3.1,3.0,7,11,6,7,6,2,48,50,44,49,9,-3
2739.0,home win,1.65,3.8,5.25,12,8,14,5,3,8,52,47,36,68,3,-4
2740.0,draw,2.15,3.4,3.4,2,7,2,5,7,6,49,47,58,55,1,-22
2741.0,home win,3.3,2.9,2.37,1,6,3,4,9,4,41,64,63,31,-4,23
2742.0,home win,6.0,4.75,1.45,4,12,5,10,8,3,50,70,63,55,-1,-5
2743.0,draw,2.4,3.0,3.25,7,3,4,5,4,11,47,59,52,41,-3,6
2744.0,draw,1.57,4.0,5.75,3,8,3,6,7,5,64,24,48,76,10,-8
2745.0,draw,2.87,3.8,2.25,11,9,7,10,2,7,49,71,54,51,-5,5
2746.0,home win,1.72,3.6,5.25,4,2,3,3,5,10,58,57,54,50,3,1
2747.0,home win,2.9,3.5,2.37,13,5,11,8,1,8,64,72,51,53,1,12
2748.0,draw,3.4,3.0,2.35,8,4,4,4,4,9,41,53,58,43,-6,12
2749.0,away win,4.0,3.8,1.85,8,15,4,16,5,2,49,63,60,29,-1,12
2750.0,away win,2.1,3.2,3.8,8,4,4,5,4,9,38,37,73,65,-19,-16
2751.0,draw,2.7,3.2,2.8,8,4,5,8,4,9,45,48,63,68,-31,-2
2752.0,home win,2.2,3.3,3.4,6,6,5,7,5,11,68,65,35,48,29,0
2753.0,draw,2.55,3.3,2.8,7,4,7,4,8,6,37,66,70,46,-17,13
2754.0,draw,3.2,3.0,2.45,8,7,7,3,6,5,33,37,71,61,-4,-3
2755.0,away win,4.75,3.8,1.72,5,15,10,12,9,1,56,59,64,58,2,-7
2756.0,away win,4.0,3.3,2.0,3,6,6,6,12,6,47,60,57,52,0,5
2757.0,away win,1.33,5.25,9.0,7,6,9,6,8,6,64,50,53,68,1,-26
2758.0,home win,1.25,6.0,11.0,4,5,7,3,8,5,73,51,49,49,11,-3
2759.0,draw,2.8,2.9,2.8,5,9,4,9,6,4,56,74,47,34,14,26
2760.0,home win,2.0,3.5,3.75,2,7,5,4,12,6,58,41,51,68,1,-20
2761.0,draw,2.1,3.6,3.4,15,11,14,8,2,3,66,56,26,46,16,5
2762.0,away win,1.75,3.75,4.5,3,6,5,2,15,3,55,45,57,57,-6,-8
2763.0,away win,2.05,3.25,3.8,7,5,8,8,5,11,65,60,39,51,19,5
2764.0,home win,2.9,3.1,2.55,5,3,5,4,5,7,70,58,42,45,27,10
2765.0,away win,2.5,3.5,2.7,9,7,7,10,5,9,68,70,44,50,18,11
2766.0,home win,1.4,4.33,9.5,15,7,11,6,1,7,64,42,48,68,2,-23
2767.0,home win,8.5,5.0,1.36,5,7,3,11,6,7,30,86,51,50,-2,18
2768.0,draw,2.3,3.1,3.4,4,2,4,4,9,11,37,40,77,68,-32,-11
2769.0,away win,2.62,3.3,2.7,4,3,3,5,9,14,53,55,59,60,-6,-6
2770.0,draw,1.3,5.5,9.5,9,6,7,6,3,7,50,30,43,65,9,-16
2771.0,draw,4.75,3.5,1.8,9,13,8,12,5,3,48,66,81,29,-25,20
2772.0,draw,2.45,3.1,3.1,8,5,4,9,3,8,46,50,56,62,-11,-7
2773.0,home win,2.5,3.1,3.0,7,1,6,2,7,11,50,56,69,58,-21,-6
2774.0,draw,3.25,3.1,2.35,6,7,8,8,6,6,42,62,78,38,-22,15
2775.0,away win,3.75,3.2,2.1,3,9,4,7,9,5,57,59,52,51,5,9
2776.0,home win,2.2,3.2,3.5,3,7,6,6,10,5,50,39,70,89,-14,-28
2777.0,home win,2.3,3.3,3.1,7,15,8,11,8,1,65,66,52,49,10,-1
2778.0,draw,1.6,3.75,6.0,11,6,8,3,2,3,66,62,28,41,22,7
2779.0,draw,3.1,3.5,2.25,6,9,7,7,12,3,55,55,57,41,0,8
2780.0,away win,3.4,3.1,2.3,4,2,4,6,6,12,30,47,63,83,-13,-25
2781.0,home win,1.22,7.0,11.0,7,7,11,7,6,4,97,72,42,41,26,26
2782.0,home win,1.72,3.6,5.25,7,7,9,5,10,7,56,32,51,65,7,-5
2783.0,home win,1.53,4.33,5.75,7,5,6,8,7,7,63,59,48,42,4,20
2784.0,home win,1.6,4.5,5.0,9,9,11,5,5,2,96,65,45,35,22,22
2785.0,home win,1.9,3.3,4.33,5,6,8,6,8,6,52,52,53,60,11,-8
2786.0,home win,1.2,6.0,19.0,12,4,8,3,2,4,60,35,52,59,3,-12
2787.0,draw,1.3,6.0,8.5,9,6,8,8,4,6,92,42,45,75,17,-29
2788.0,home win,3.4,3.4,2.15,6,6,6,4,4,4,60,55,60,47,12,8
2789.0,away win,3.6,3.4,2.1,1,7,3,6,11,4,61,51,58,41,-7,10
2790.0,draw,1.53,3.75,7.5,12,10,7,9,3,7,60,50,43,71,12,-19
2791.0,home win,1.7,4.0,4.75,10,6,12,5,6,5,55,38,54,75,4,-19
2792.0,home win,2.45,3.4,2.87,4,4,6,5,11,12,55,49,73,60,-20,-4
2793.0,away win,3.3,2.9,2.45,4,2,3,2,11,8,38,49,64,49,4,4
2794.0,away win,6.5,4.2,1.5,7,10,4,8,2,4,69,65,43,51,1,-3
2795.0,draw,3.3,3.0,2.37,3,1,3,4,6,13,35,57,57,62,-9,-4
2796.0,away win,3.75,3.4,2.0,4,10,6,7,7,4,47,65,84,45,-27,9
2797.0,draw,2.62,3.4,2.6,5,8,5,7,7,4,44,55,62,69,-9,0
2798.0,away win,3.3,3.2,2.25,3,12,4,7,6,3,56,55,58,50,4,5
2799.0,away win,7.0,5.4,1.36,8,10,8,10,7,5,55,104,68,48,-10,22
2800.0,draw,2.0,3.4,3.8,7,5,6,6,4,8,55,48,34,52,10,8
2801.0,draw,2.75,3.0,2.8,5,12,3,13,5,5,42,52,48,54,6,2
2802.0,home win,1.33,5.25,9.0,12,7,10,8,4,9,70,61,48,65,-1,-14
2803.0,home win,2.75,2.87,2.9,5,6,4,4,6,4,40,71,68,40,-6,2
2804.0,home win,1.9,3.5,4.1,4,4,3,3,9,9,51,36,50,53,9,-3
2805.0,home win,2.25,3.3,3.25,10,7,4,6,2,4,69,59,45,37,10,10
2806.0,draw,1.28,5.75,9.5,10,5,9,5,5,6,105,64,50,45,21,8
2807.0,draw,2.87,2.9,2.75,4,5,3,5,9,9,40,58,45,73,2,-9
2808.0,home win,2.4,3.4,2.9,8,7,7,4,4,5,51,50,69,42,-8,12
2809.0,home win,2.2,3.3,3.4,7,3,7,4,8,6,55,44,79,90,-23,-30
2810.0,home win,1.44,4.2,8.5,12,5,8,4,3,6,54,40,43,35,5,2
2811.0,home win,1.75,3.75,4.6,13,5,12,5,2,7,44,49,45,53,6,-1
2812.0,draw,10.0,6.5,1.25,3,15,4,11,7,2,31,73,59,47,-8,3
2813.0,away win,3.0,3.2,2.5,5,2,6,3,8,7,52,54,58,56,7,4
2814.0,draw,2.35,3.25,3.1,1,7,5,4,14,5,54,40,63,63,-5,-10
2815.0,home win,1.65,3.8,5.5,6,10,5,10,5,6,55,51,39,78,13,-19
2816.0,draw,3.9,3.5,1.95,7,10,7,5,7,2,62,63,41,46,11,-2
2817.0,away win,1.95,3.1,4.5,4,5,3,4,6,8,39,55,40,71,-2,4
2818.0,home win,1.44,4.75,6.5,13,13,11,11,3,2,77,42,41,53,5,-7
2819.0,home win,1.5,3.8,8.0,5,3,6,4,7,7,46,33,65,66,6,-1
2820.0,away win,7.0,3.75,1.53,5,12,3,8,5,3,44,50,51,48,-8,3
2821.0,home win,2.37,3.0,3.3,3,10,4,8,7,6,62,70,54,78,14,-15
2822.0,draw,1.53,4.0,6.5,4,2,4,6,7,11,54,52,55,58,5,-2
2823.0,away win,6.5,4.75,1.44,5,11,6,9,8,4,61,100,52,52,13,11
2824.0,draw,2.0,3.4,3.75,3,4,5,2,7,8,55,41,100,48,-25,-11
2825.0,away win,4.2,3.6,1.83,7,11,5,9,5,4,46,96,59,49,-3,7
2826.0,away win,3.4,3.3,2.2,10,8,9,7,4,6,42,55,52,45,-4,7
2827.0,home win,2.2,3.1,3.6,11,4,6,4,2,7,57,54,52,45,-4,9
2828.0,away win,6.5,5.25,1.4,9,11,5,10,5,5,61,95,77,45,-19,9
2829.0,draw,6.5,4.75,1.45,3,13,7,11,10,3,48,75,54,42,-4,4
2830.0,home win,2.25,3.4,3.2,7,5,8,6,8,7,48,58,81,54,-17,8
2831.0,home win,2.7,2.9,3.0,2,4,1,4,8,7,43,43,38,46,-5,-11
2832.0,away win,2.37,3.25,3.1,8,3,5,6,6,8,50,60,67,90,8,-15
2833.0,away win,4.33,2.9,2.1,2,4,4,3,8,4,35,41,67,36,2,-6
2834.0,away win,2.8,3.3,2.55,4,5,3,6,6,8,49,66,57,37,11,9
2835.0,home win,2.3,3.1,3.4,6,4,4,5,9,7,56,43,81,52,-15,-6
2836.0,home win,1.9,3.2,4.5,12,11,8,8,4,4,43,61,39,54,7,-9
2837.0,draw,2.9,3.1,2.55,5,10,4,10,5,8,41,45,35,74,-6,-14
2838.0,draw,1.83,3.4,4.6,5,2,2,5,5,10,50,33,71,68,4,-5
2839.0,away win,5.5,3.6,1.66,4,10,5,7,9,5,45,60,45,47,-11,0
2840.0,home win,1.9,3.25,4.5,7,1,6,2,4,8,47,48,35,69,-2,5
2841.0,home win,2.1,3.5,3.4,7,7,7,5,7,8,70,42,40,55,16,-1
2842.0,draw,1.5,4.0,7.0,10,6,10,4,5,9,63,57,42,82,4,-6
2843.0,draw,2.05,3.5,3.5,5,4,5,4,6,6,66,52,88,48,-1,-6
2844.0,away win,6.5,3.4,1.66,4,15,6,10,8,2,59,43,50,41,14,-5
2845.0,draw,1.95,3.4,4.0,8,5,10,3,9,6,40,51,67,66,-16,3
2846.0,draw,4.33,3.75,1.8,1,8,2,9,7,6,57,59,71,39,10,7
2847.0,home win,1.45,4.2,8.0,10,6,8,6,6,5,48,41,49,37,-3,-1
2848.0,draw,1.8,3.75,4.33,4,10,5,9,8,6,52,68,43,42,15,6
2849.0,away win,5.5,4.33,1.55,4,11,6,8,9,2,49,66,41,40,-12,6
2850.0,home win,2.5,3.1,3.0,4,7,3,6,5,9,51,50,51,68,-11,-2
2851.0,away win,8.0,5.25,1.36,3,13,6,12,9,3,34,83,69,41,-7,1
2852.0,draw,2.05,3.4,3.75,4,4,4,6,10,7,41,61,59,48,2,14
2853.0,home win,1.4,4.75,8.0,15,5,9,4,2,5,40,64,45,77,-2,9
2854.0,home win,2.3,3.0,3.6,7,7,6,5,5,4,44,53,54,42,-4,-9
2855.0,away win,2.2,3.1,3.6,6,1,5,1,5,6,46,51,56,70,-2,2
2856.0,away win,4.0,3.25,2.0,5,10,6,9,6,6,62,53,42,52,15,1
2857.0,away win,1.33,5.5,8.0,11,8,9,11,2,10,65,42,44,63,6,-3
2858.0,home win,1.66,3.75,5.5,5,2,5,4,7,9,62,31,72,69,11,-14
2859.0,draw,2.4,3.2,3.1,8,5,8,6,5,8,50,49,35,37,6,19
2860.0,draw,1.9,3.2,4.5,6,1,5,5,8,12,53,50,51,43,-6,-7
2861.0,away win,9.0,4.0,1.44,6,15,6,10,7,3,44,46,46,47,-2,-2
2862.0,draw,2.7,3.3,2.62,4,4,5,4,11,10,38,46,59,62,2,-7
2863.0,home win,1.36,5.25,7.5,13,7,11,9,3,6,77,45,33,54,7,-4
2864.0,home win,1.8,3.6,4.33,8,6,10,5,8,5,69,50,48,48,1,-16
2865.0,home win,2.6,3.0,3.0,1,5,4,6,11,8,40,53,40,59,-9,-8
2866.0,draw,2.2,3.3,3.4,8,5,9,5,8,9,46,42,52,51,4,5
2867.0,away win,7.0,4.5,1.44,4,8,3,8,5,4,45,50,69,48,-2,-5
2868.0,draw,6.5,3.8,1.53,1,9,3,9,9,4,35,48,69,37,-7,-3
2869.0,home win,1.72,3.6,4.75,12,7,10,5,5,7,54,48,53,46,-2,0
2870.0,home win,1.45,4.2,8.0,6,5,7,8,7,11,55,47,33,48,25,3
2871.0,draw,2.15,3.2,3.6,6,8,9,5,7,5,43,60,49,58,-6,5
2872.0,home win,2.55,3.0,3.0,5,4,4,5,5,7,59,70,48,33,-10,17
2873.0,away win,5.75,4.6,1.5,11,15,8,12,4,3,58,73,53,31,-3,13
2874.0,draw,1.6,3.6,6.5,15,2,13,2,5,9,45,38,48,55,-5,-3
2875.0,home win,1.53,4.0,6.5,10,7,9,5,4,9,54,42,55,55,1,2
2876.0,home win,1.45,4.2,8.0,3,2,4,5,9,10,39,38,55,65,-4,-4
2877.0,away win,5.0,3.3,1.8,6,13,7,13,7,6,45,46,49,51,-2,-12
2878.0,home win,1.5,3.9,7.5,12,4,10,4,3,6,59,54,48,67,7,-5
2879.0,draw,1.95,3.3,4.2,1,2,4,5,9,9,67,48,39,68,14,-22
2880.0,home win,1.28,6.0,9.0,15,4,14,4,5,9,65,56,35,35,11,5
2881.0,away win,3.75,3.25,2.1,4,6,2,10,10,8,29,59,62,31,-11,27
2882.0,home win,1.4,4.75,8.0,10,8,9,5,4,5,59,64,50,60,12,3
