index,result,odds_home,odds_draw,odds_away,points_home,points_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,shots_given_home,shots_given_away,shots_conceded_home,shots_conceded_away,corners_difference_home,corners_difference_away
50.0,home win,1.2,6.0,15.0,15,3,16,4,4,10,81,60,50,57,24,-1
51.0,home win,1.13,8.0,19.0,15,6,18,4,4,3,90,60,50,67,22,-4
52.0,draw,2.1,3.3,3.5,6,4,4,3,10,6,47,55,89,71,-5,-10
53.0,home win,1.67,3.75,5.0,5,3,7,10,4,13,63,60,61,79,-21,-13
54.0,away win,10.0,5.5,1.29,3,13,4,12,8,5,58,110,47,57,13,1
55.0,away win,3.1,3.25,2.3,5,6,3,8,4,10,37,64,78,74,-7,4
56.0,home win,1.44,4.2,7.5,2,3,6,4,11,16,63,67,84,59,6,-8
57.0,home win,1.95,3.5,3.75,9,5,10,5,9,5,58,79,65,52,-3,2
58.0,home win,2.1,3.3,3.5,4,6,5,7,10,7,66,58,93,57,-12,-4
59.0,home win,1.73,3.5,5.0,11,11,10,9,5,5,71,47,55,49,21,-5
60.0,draw,2.9,3.2,2.45,5,8,3,9,5,3,51,68,82,59,-17,-14
61.0,away win,13.0,7.0,1.18,3,15,8,15,12,5,52,91,81,55,-13,21
62.0,away win,1.62,3.75,5.5,13,15,12,15,5,4,102,78,57,43,4,25
63.0,draw,2.2,3.4,3.2,3,5,3,9,7,9,53,65,75,78,-10,16
64.0,home win,1.29,5.25,10.0,6,0,8,2,10,20,69,66,76,67,1,-9
65.0,home win,2.5,3.3,2.75,5,11,5,9,5,4,78,65,52,52,-4,15
66.0,away win,1.91,3.4,4.0,5,3,5,5,7,7,52,61,65,48,-15,11
67.0,away win,1.7,3.6,5.0,10,7,8,7,5,8,53,65,42,86,2,-5
68.0,away win,2.05,3.3,3.6,3,7,4,5,10,4,53,67,57,71,-11,8
69.0,home win,2.75,3.3,2.5,2,9,1,10,4,9,37,65,78,67,-6,1
70.0,away win,1.53,4.0,6.0,9,3,11,4,4,9,70,55,57,64,-12,-13
71.0,home win,1.44,4.33,7.0,8,5,7,3,4,3,55,42,57,68,11,0
72.0,home win,1.09,10.0,21.0,15,6,16,4,5,5,91,58,51,76,13,-5
73.0,home win,2.5,3.3,2.75,5,7,5,5,6,6,63,54,44,41,6,9
74.0,away win,9.0,5.0,1.33,9,10,6,11,4,6,74,101,73,62,7,-4
75.0,home win,2.9,3.4,2.38,0,3,2,3,16,7,72,59,58,73,-2,-5
76.0,draw,2.1,3.5,3.3,6,9,8,8,11,7,68,66,62,76,3,2
77.0,home win,1.22,6.0,13.0,15,2,11,3,4,7,77,46,56,59,25,-8
78.0,home win,2.4,3.3,2.88,9,8,7,5,6,3,58,69,84,46,-10,-9
79.0,home win,1.44,4.33,7.0,5,2,10,6,10,12,57,41,87,82,11,-19
80.0,home win,5.25,3.6,1.67,6,15,6,11,8,4,57,84,45,49,10,38
81.0,draw,12.0,6.0,1.22,6,15,5,17,6,4,59,92,70,42,-12,14
82.0,home win,1.2,7.0,11.0,10,8,11,9,7,3,108,70,63,55,-2,-3
83.0,away win,1.73,3.5,5.0,10,3,7,2,5,6,62,67,73,68,-3,-6
84.0,away win,1.91,3.6,3.75,1,3,5,2,12,14,43,60,89,70,-27,-8
85.0,away win,1.73,3.5,5.0,7,7,6,5,6,5,76,60,47,48,-4,4
86.0,away win,2.1,3.4,3.4,4,12,2,10,5,6,47,53,67,78,-1,-10
87.0,draw,2.8,3.4,2.4,3,7,4,10,9,9,44,64,81,83,-13,11
88.0,home win,2.2,3.4,3.2,7,8,8,7,9,4,73,62,54,56,13,12
89.0,away win,2.05,3.4,3.5,1,6,3,6,8,6,32,81,79,77,-22,9
90.0,away win,1.91,3.6,3.8,6,3,3,6,9,11,64,47,59,87,-8,-6
91.0,home win,1.75,4.0,4.33,13,12,14,11,2,5,85,110,39,47,20,14
92.0,away win,1.91,3.4,4.0,9,4,7,2,6,6,57,50,55,75,-1,5
93.0,home win,2.4,3.3,2.9,8,6,7,6,6,8,74,59,79,42,3,10
94.0,away win,1.7,3.6,5.0,5,1,4,1,5,6,56,39,65,69,-13,-18
95.0,home win,1.25,5.5,12.0,12,4,7,4,3,7,70,70,51,49,31,1
96.0,home win,1.5,4.2,6.5,8,7,10,4,8,4,73,52,75,68,7,-12
97.0,home win,1.57,4.0,5.5,5,1,4,3,7,9,62,42,71,85,-8,-19
98.0,home win,1.95,3.5,3.8,7,10,5,7,4,4,49,73,55,60,1,-3
99.0,away win,2.63,3.2,2.7,12,7,10,7,5,7,54,76,79,52,-19,15
100.0,away win,10.0,5.5,1.29,3,13,6,12,6,3,50,83,64,35,-13,13
101.0,draw,1.91,3.3,4.2,3,4,3,4,9,10,68,52,39,71,21,-13
102.0,home win,2.1,3.3,3.5,4,6,3,3,5,8,51,67,78,54,-15,7
103.0,home win,1.18,7.0,13.0,9,11,8,11,6,6,91,87,52,56,9,13
104.0,away win,1.4,4.5,8.0,7,0,5,1,7,10,63,44,66,79,0,-9
105.0,draw,2.8,3.3,2.5,6,7,9,7,9,7,44,62,89,75,-9,-13
106.0,draw,1.62,3.75,5.5,10,9,6,6,4,5,73,52,55,61,7,-3
107.0,draw,1.8,3.5,4.5,3,10,4,8,12,4,60,64,61,86,-2,-11
108.0,away win,6.0,4.0,1.53,6,12,3,10,6,3,60,71,64,48,6,28
109.0,away win,1.44,4.2,7.5,9,12,9,9,5,2,52,61,66,56,-6,-10
110.0,home win,1.09,10.0,26.0,13,4,11,2,2,7,80,68,38,45,10,21
111.0,home win,2.15,3.3,3.4,3,6,3,10,9,10,45,58,82,81,-8,5
112.0,away win,1.5,4.33,6.0,8,3,10,6,12,7,87,53,64,70,10,-9
113.0,home win,1.57,4.0,5.75,8,7,8,5,5,4,69,54,70,86,-15,-11
114.0,away win,11.0,6.0,1.25,6,9,3,13,7,8,78,97,48,57,14,9
115.0,home win,1.3,5.0,11.0,12,8,10,6,3,5,65,70,51,56,19,8
116.0,away win,2.6,3.2,2.75,12,4,9,5,2,9,56,68,59,61,-17,3
117.0,away win,2.05,3.3,3.6,10,6,7,4,3,7,57,57,98,57,-19,6
118.0,home win,2.05,3.4,3.6,2,4,2,3,10,10,50,66,76,58,-19,3
119.0,away win,3.3,3.3,2.2,10,6,7,7,5,6,52,56,66,63,-7,-3
120.0,home win,2.3,3.2,3.2,6,4,3,3,7,10,59,49,59,71,5,-13
121.0,away win,2.05,3.4,3.5,7,6,5,4,8,7,39,54,88,75,-21,-9
122.0,home win,1.5,4.1,6.5,8,7,6,6,5,4,61,55,58,93,8,-18
123.0,away win,1.91,3.5,4.0,6,6,7,5,6,9,63,88,70,54,-17,17
124.0,draw,2.05,3.25,3.75,9,7,7,6,3,6,63,43,61,75,-7,-4
125.0,home win,1.14,8.0,17.0,12,10,16,12,9,4,88,69,67,65,9,-11
126.0,away win,11.0,6.0,1.25,1,13,4,10,13,2,63,84,61,41,5,16
127.0,away win,2.38,3.25,3.0,4,7,2,9,6,12,62,91,57,64,4,18
128.0,draw,1.53,4.0,6.0,4,5,5,8,9,9,79,53,62,84,5,0
129.0,draw,3.4,3.4,2.1,9,12,8,11,5,3,65,67,57,33,-4,17
130.0,away win,2.0,3.4,3.75,6,4,9,4,7,9,57,46,82,77,3,-14
131.0,away win,9.5,5.5,1.29,9,12,4,18,5,8,47,78,73,62,-7,-1
132.0,home win,1.22,5.75,13.0,10,7,10,5,3,3,51,62,45,56,0,-5
133.0,home win,1.13,8.5,17.0,13,9,10,6,2,5,74,67,50,60,4,9
134.0,home win,1.67,3.6,5.25,10,6,13,6,8,6,59,76,71,63,-5,0
135.0,home win,2.75,3.3,2.5,5,4,5,6,6,10,41,86,72,56,0,12
136.0,away win,3.5,3.3,2.1,7,7,5,6,3,6,49,64,87,56,-22,-2
137.0,home win,1.67,3.75,5.0,7,1,10,4,12,14,81,64,68,61,8,9
138.0,away win,2.4,3.3,2.88,6,4,6,2,9,7,93,64,52,57,12,4
139.0,away win,2.6,3.25,2.7,4,10,4,7,12,5,51,65,74,53,-15,10
140.0,home win,1.83,3.4,4.5,4,4,3,4,10,6,49,48,68,95,-4,-19
141.0,draw,1.44,4.33,7.0,10,4,9,5,4,12,81,56,42,62,1,-4
142.0,home win,1.91,3.4,4.0,6,9,9,4,9,9,71,53,80,92,-6,-13
143.0,away win,7.0,4.0,1.5,5,13,5,17,6,2,43,69,82,38,-6,5
144.0,away win,2.2,3.4,3.2,4,10,5,15,8,10,63,74,67,65,0,5
145.0,home win,1.13,8.5,17.0,12,5,21,7,8,6,91,53,71,76,-5,7
146.0,home win,5.0,4.2,1.6,10,15,7,14,6,2,56,75,55,56,4,-3
147.0,draw,1.91,3.4,4.0,1,3,3,6,16,13,57,93,70,54,8,17
148.0,away win,2.8,3.25,2.5,9,9,6,12,7,10,65,81,58,65,7,11
149.0,home win,1.4,4.5,8.0,4,6,6,5,10,9,95,52,57,72,11,-16
150.0,home win,2.3,3.1,3.25,1,5,1,5,7,7,53,45,90,80,-10,-4
151.0,home win,1.29,5.5,11.0,12,8,12,6,2,4,74,73,61,34,-3,5
152.0,home win,2.0,3.4,3.75,5,7,6,4,8,9,57,50,53,73,-4,-10
153.0,draw,11.0,6.5,1.22,6,15,4,24,10,6,51,107,73,68,-16,5
154.0,away win,2.05,3.3,3.6,4,6,8,6,12,9,85,68,57,63,6,13
155.0,draw,2.7,3.2,2.63,9,4,5,6,9,7,44,56,99,76,-21,-10
156.0,home win,1.33,4.75,10.0,13,7,14,8,2,6,65,103,39,48,1,14
157.0,draw,1.95,3.5,3.75,9,10,12,7,10,6,71,65,75,52,0,8
158.0,home win,1.73,3.6,4.75,10,2,14,5,11,13,79,60,63,63,11,13
159.0,home win,2.38,3.25,3.0,2,6,4,7,10,10,53,72,85,79,5,-3
160.0,away win,2.3,3.2,3.2,4,7,4,7,7,8,41,64,72,47,-1,1
161.0,home win,1.14,7.5,17.0,13,3,15,3,1,8,72,45,32,81,8,-7
162.0,away win,1.73,3.75,4.5,1,7,6,3,18,8,59,46,66,96,2,-18
163.0,away win,2.4,3.3,2.88,9,12,7,17,7,10,71,83,73,60,9,28
164.0,away win,1.85,3.6,4.0,8,10,7,10,4,4,64,69,38,70,1,0
165.0,home win,1.44,4.33,7.0,10,4,6,7,5,11,61,81,55,60,4,5
166.0,draw,1.8,3.5,4.5,6,4,7,3,10,11,74,52,70,69,-3,-12
167.0,home win,1.8,3.4,4.75,4,4,6,5,7,8,60,46,72,83,-12,0
168.0,away win,7.0,4.75,1.4,4,12,2,11,10,3,47,67,82,52,-12,-2
169.0,away win,5.5,4.0,1.57,7,13,7,19,7,5,87,106,54,63,4,5
170.0,home win,2.4,3.2,3.0,7,6,3,7,8,10,46,79,113,71,-25,13
171.0,away win,6.0,4.1,1.53,7,13,5,16,6,3,60,73,47,38,-3,9
172.0,home win,1.44,4.2,7.5,4,3,8,5,10,10,83,40,52,82,1,-9
173.0,draw,2.38,3.25,3.0,4,1,7,4,11,16,47,76,82,70,0,10
174.0,home win,1.07,11.0,26.0,12,4,15,4,5,7,63,44,56,62,-15,4
175.0,home win,2.4,3.2,3.0,5,7,4,10,7,8,60,65,66,62,-3,-7
176.0,home win,1.53,4.2,5.75,13,4,12,4,4,14,67,45,66,81,-12,-6
177.0,home win,2.15,3.4,3.3,12,13,15,8,11,4,77,83,78,54,15,8
178.0,home win,1.1,9.0,21.0,13,4,19,7,5,11,107,71,52,69,13,0
179.0,away win,3.3,3.4,2.15,4,5,6,7,10,6,72,61,73,45,-1,8
180.0,home win,2.0,3.3,3.8,3,4,4,5,12,9,68,46,72,69,11,4
181.0,home win,1.4,4.5,7.5,10,7,6,5,5,8,75,60,55,98,-2,-18
182.0,draw,3.1,3.5,2.2,15,12,16,15,2,4,75,65,35,43,16,-7
183.0,home win,3.1,3.3,2.3,4,6,7,8,12,8,70,81,71,48,-7,3
184.0,draw,3.3,3.4,2.15,3,13,3,12,10,3,37,75,65,60,2,-4
185.0,away win,1.8,3.5,4.5,2,8,3,5,12,6,66,51,69,75,-3,-19
186.0,away win,7.5,5.5,1.33,7,13,9,17,6,4,63,108,61,59,1,21
187.0,away win,2.0,3.4,3.75,3,1,3,6,16,15,44,75,91,69,-10,9
188.0,home win,2.5,3.2,2.88,3,7,4,4,10,4,40,55,78,40,-2,-4
189.0,home win,1.91,3.5,4.0,7,15,11,16,7,6,58,77,57,74,-2,11
190.0,draw,2.7,3.2,2.63,7,6,3,8,3,8,69,67,38,60,-3,-4
191.0,away win,8.5,6.0,1.29,2,13,4,13,10,4,80,96,60,58,4,21
192.0,home win,2.38,3.2,3.0,1,4,2,6,10,11,38,73,50,75,10,0
193.0,home win,2.0,3.25,3.9,4,7,5,6,6,9,66,81,68,59,0,-1
194.0,draw,2.0,3.2,4.0,6,8,8,6,8,7,73,48,69,90,10,-19
195.0,draw,1.36,4.75,8.5,13,11,9,9,2,4,57,69,42,62,12,-9
196.0,draw,3.0,3.4,2.3,3,12,3,13,10,8,56,62,81,86,0,5
197.0,draw,15.0,7.0,1.17,6,10,5,11,7,4,43,61,77,39,-6,-4
198.0,home win,1.33,5.0,9.0,7,7,13,6,8,9,57,57,60,78,1,-15
199.0,home win,1.36,4.75,8.5,10,4,10,5,5,12,80,49,56,74,2,-4
200.0,home win,2.1,3.4,3.4,4,1,3,2,9,13,76,75,61,72,0,-7
201.0,home win,1.05,15.0,26.0,13,7,14,7,4,6,91,73,56,64,19,12
202.0,away win,1.36,4.75,8.5,9,7,8,6,4,7,66,39,61,79,-9,-13
203.0,draw,1.53,4.0,6.0,4,7,5,5,8,4,54,61,71,65,-10,-3
204.0,home win,4.0,3.3,1.95,4,9,7,14,12,7,47,62,71,65,-6,2
205.0,home win,2.4,3.2,3.0,7,1,5,4,8,12,64,57,73,79,-13,7
206.0,home win,1.08,10.0,23.0,11,7,12,2,4,2,67,78,31,42,1,-2
207.0,away win,3.5,3.2,2.15,9,10,6,13,4,7,50,88,83,52,-20,14
208.0,away win,8.0,4.5,1.4,3,11,4,8,11,3,71,61,78,42,-2,20
209.0,home win,1.5,4.0,7.0,10,4,13,4,9,8,56,43,89,45,-3,13
210.0,away win,2.1,3.5,3.25,4,7,5,7,8,8,68,72,70,63,13,0
211.0,away win,1.13,8.0,19.0,11,5,13,7,3,7,77,66,32,66,11,3
212.0,draw,2.0,3.4,3.75,1,4,4,5,12,12,67,44,65,61,12,-2
213.0,draw,2.15,3.3,3.4,7,3,7,6,8,13,37,67,100,80,-19,-7
214.0,home win,2.8,3.4,2.4,4,8,1,9,5,6,61,80,59,55,-18,-4
215.0,draw,5.25,4.0,1.62,12,15,17,14,7,2,94,97,49,53,20,21
216.0,home win,1.3,5.0,10.0,11,10,9,12,5,8,62,43,52,92,14,-15
217.0,home win,2.3,3.2,3.2,1,7,3,7,12,6,73,54,62,70,5,-9
218.0,home win,2.0,3.4,3.75,4,9,3,6,10,8,54,61,43,73,17,-15
219.0,home win,1.33,5.0,9.0,9,8,13,5,6,7,63,50,60,85,-1,-26
220.0,home win,1.8,3.5,4.5,4,4,3,5,6,7,47,61,74,69,-10,12
221.0,home win,10.0,5.25,1.29,6,11,5,10,9,3,57,58,61,54,-11,9
222.0,home win,1.33,5.0,8.5,13,12,12,15,1,5,95,63,50,58,15,-5
223.0,home win,1.44,4.33,7.0,8,4,8,5,6,11,62,61,74,54,2,-1
224.0,home win,2.4,3.2,3.0,4,4,5,3,11,7,69,69,67,62,-6,-15
225.0,home win,2.1,3.2,3.6,7,2,5,2,9,7,47,62,84,60,-31,-1
226.0,away win,6.0,4.0,1.53,5,8,9,10,8,4,79,82,56,28,5,21
227.0,draw,1.44,4.33,7.0,7,8,9,5,11,5,42,40,81,100,-8,-15
228.0,draw,2.05,3.2,3.8,5,7,3,4,8,9,45,59,55,47,3,17
229.0,draw,3.1,3.3,2.3,9,10,8,16,8,7,68,79,66,45,-3,22
230.0,draw,2.1,3.2,3.6,8,7,6,6,7,9,65,50,47,89,9,-24
231.0,home win,1.18,7.0,13.0,8,5,9,5,5,10,61,48,49,58,5,6
232.0,home win,1.07,11.0,29.0,8,7,10,7,5,7,78,61,40,70,16,-14
233.0,home win,2.05,3.1,4.0,9,6,5,4,3,9,39,46,101,68,-17,-10
234.0,away win,1.53,4.0,6.0,9,10,12,8,7,5,61,67,52,55,-2,-1
235.0,away win,1.57,3.8,6.0,11,7,16,4,5,5,73,47,51,76,24,-19
236.0,away win,10.0,5.25,1.29,2,13,2,13,6,3,71,90,54,45,8,15
237.0,home win,2.1,3.2,3.6,4,3,5,5,5,16,69,64,64,62,12,3
238.0,draw,2.0,3.6,3.5,2,8,7,11,12,6,74,63,56,76,4,0
239.0,away win,2.7,3.25,2.6,4,5,4,7,10,11,72,52,64,74,-10,-5
240.0,draw,2.1,3.1,3.8,5,9,5,5,9,3,42,44,56,92,4,-22
241.0,draw,2.5,3.2,2.88,6,4,3,4,4,10,50,64,66,63,0,-9
242.0,draw,1.75,3.6,4.75,10,2,8,2,4,8,54,66,63,56,-10,1
243.0,home win,1.07,11.0,29.0,13,8,15,5,3,6,83,66,43,45,12,6
244.0,home win,7.5,5.0,1.36,8,10,7,16,6,5,51,90,66,43,-7,24
245.0,away win,2.88,3.4,2.38,3,8,4,11,15,6,53,68,68,56,-2,21
246.0,home win,7.0,4.0,1.5,5,10,4,12,8,5,51,68,78,44,-19,9
247.0,home win,1.5,4.1,6.5,9,4,10,2,4,5,61,67,72,65,-11,9
248.0,away win,3.1,3.4,2.25,4,2,6,6,13,11,56,81,77,55,-16,20
249.0,away win,2.5,3.25,2.8,10,6,6,7,5,8,50,58,63,52,-13,3
250.0,home win,1.4,4.5,7.5,8,3,9,3,4,7,59,58,60,74,7,-4
251.0,home win,2.5,3.1,2.9,5,11,3,9,9,4,56,61,54,61,-8,-10
252.0,draw,2.6,3.2,2.75,2,7,1,6,7,7,56,55,66,61,-10,-8
253.0,home win,2.3,3.2,3.2,9,7,5,7,3,8,40,53,86,74,-19,-15
254.0,draw,1.85,3.4,4.33,4,6,4,4,10,6,61,46,59,36,-9,18
255.0,draw,3.5,3.4,2.05,9,13,11,13,7,3,65,78,44,41,7,13
256.0,home win,1.05,13.0,34.0,9,7,16,3,7,2,85,44,51,68,29,2
257.0,home win,1.91,3.75,3.6,4,10,6,8,10,5,80,57,48,62,31,-12
258.0,home win,3.3,3.3,2.2,4,11,6,12,12,5,58,67,71,63,-16,-5
259.0,draw,1.36,4.75,8.5,6,3,7,4,9,12,56,57,52,61,1,8
260.0,home win,1.91,3.4,4.0,4,3,3,1,9,6,55,55,55,76,7,-13
261.0,away win,4.0,3.4,1.91,8,7,5,9,3,7,63,61,57,46,1,8
262.0,home win,3.4,3.2,2.2,3,7,3,8,9,9,56,56,78,55,-4,6
263.0,home win,12.0,7.0,1.2,4,9,4,17,7,8,46,91,49,53,9,25
264.0,away win,3.4,3.4,2.1,4,7,3,5,6,7,43,62,81,52,-5,26
265.0,home win,1.75,3.5,4.75,7,8,4,4,5,5,63,47,61,59,-1,-19
266.0,home win,1.05,15.0,29.0,11,9,13,4,5,1,70,40,44,73,8,-18
267.0,draw,2.25,3.3,3.2,10,8,10,8,4,3,63,67,71,55,-11,3
268.0,away win,2.3,3.1,3.25,7,5,6,5,5,8,57,74,62,44,-5,7
269.0,away win,1.44,4.5,6.5,7,7,4,5,6,8,61,62,54,67,-9,-15
270.0,draw,2.1,3.25,3.5,2,6,1,4,8,7,57,53,83,73,-6,-9
271.0,home win,1.29,5.0,12.0,7,10,7,7,7,4,62,69,45,60,12,2
272.0,away win,2.5,3.1,2.9,8,5,4,3,4,4,35,62,82,54,-28,3
273.0,away win,12.0,6.0,1.25,5,13,4,15,6,4,71,85,52,41,9,21
274.0,home win,1.83,3.5,4.2,9,4,8,4,10,8,61,41,71,75,-10,-5
275.0,home win,1.05,15.0,29.0,9,7,15,5,6,4,84,66,52,60,20,-2
276.0,draw,2.38,3.2,3.0,5,4,4,3,8,9,46,59,61,58,-24,4
277.0,home win,1.44,4.33,7.0,10,6,6,5,5,7,58,43,46,55,29,3
278.0,home win,2.05,3.5,3.4,7,8,6,8,5,3,66,68,57,64,-15,-4
279.0,draw,2.25,3.4,3.1,4,8,5,8,10,3,48,71,58,58,3,-3
280.0,away win,1.91,3.4,4.0,7,5,4,3,4,3,74,68,65,54,9,8
281.0,home win,1.36,5.0,7.5,8,3,9,4,4,9,71,50,52,86,-10,-14
282.0,draw,1.67,3.6,5.5,7,7,6,4,5,5,64,47,55,90,-3,-29
283.0,home win,2.05,3.2,3.8,7,5,7,2,9,6,57,49,71,57,-3,-14
284.0,draw,2.4,3.3,2.9,5,9,4,7,9,10,38,64,60,63,-11,-8
285.0,away win,6.0,3.8,1.57,5,10,3,8,4,5,59,58,52,46,1,18
286.0,away win,2.9,3.3,2.38,4,13,3,9,11,2,58,57,62,45,0,30
287.0,away win,2.25,3.5,3.0,13,9,12,18,2,5,85,95,43,43,17,26
288.0,home win,2.05,3.4,3.5,5,5,3,4,4,7,62,46,64,52,-1,12
289.0,home win,3.4,3.4,2.1,1,9,3,7,11,5,41,57,77,63,-6,-22
290.0,draw,4.0,3.3,1.95,4,11,2,9,7,2,48,75,58,47,-16,-3
291.0,away win,2.45,3.1,3.0,8,5,5,4,2,4,63,62,59,51,0,-5
292.0,home win,1.18,6.5,15.0,10,7,7,7,5,9,54,53,47,70,20,-1
293.0,home win,1.05,15.0,34.0,9,4,16,2,8,6,92,78,47,55,23,20
294.0,home win,5.5,4.5,1.53,15,10,11,12,3,6,50,82,54,52,11,11
295.0,home win,1.83,3.4,4.5,10,3,8,4,5,13,71,68,51,61,2,6
296.0,draw,3.8,3.5,1.95,4,7,7,5,13,5,42,67,87,51,-9,18
297.0,away win,3.3,3.3,2.2,3,5,4,5,7,7,50,31,84,58,-18,-1
298.0,away win,2.3,3.2,3.1,5,5,3,3,5,5,40,53,89,48,-20,-6
299.0,home win,1.44,4.2,7.5,6,6,9,5,9,7,73,43,63,63,-23,-9
300.0,away win,2.9,3.3,2.4,9,13,7,8,2,2,69,57,48,44,-5,27
301.0,home win,3.0,3.25,2.38,3,15,1,12,8,4,67,53,63,71,17,-2
302.0,away win,9.0,5.0,1.33,8,12,5,18,3,5,56,94,57,40,0,10
303.0,home win,1.04,13.0,34.0,7,13,10,9,8,4,92,76,59,49,10,14
304.0,draw,3.0,3.25,2.38,0,6,1,7,14,8,65,72,62,60,3,-21
305.0,away win,1.4,4.33,8.5,5,2,5,3,6,7,65,56,63,77,10,-6
306.0,home win,1.91,3.4,4.0,5,4,4,9,7,15,41,55,74,88,-3,-7
307.0,draw,1.44,4.33,7.0,5,5,4,2,6,4,33,55,57,50,-8,-3
308.0,away win,2.2,3.3,3.3,8,7,6,6,4,4,52,65,43,59,-9,-5
309.0,away win,1.85,3.5,4.2,7,4,6,3,8,7,52,46,69,88,-5,-17
310.0,away win,2.2,3.2,3.4,4,1,8,2,12,13,63,65,79,65,3,-4
311.0,home win,1.5,4.0,7.0,15,5,8,4,1,6,56,39,42,53,26,-6
312.0,home win,1.05,15.0,29.0,12,7,15,6,4,5,85,52,42,47,9,-14
313.0,away win,5.25,4.2,1.57,7,9,8,13,8,6,71,93,65,63,-18,10
314.0,home win,2.2,3.3,3.3,10,6,8,2,9,7,74,69,54,64,16,12
315.0,home win,2.15,3.2,3.5,3,4,2,6,5,8,53,52,48,79,5,-12
316.0,home win,2.05,3.3,3.6,9,7,7,6,4,6,56,54,62,57,-4,2
317.0,home win,1.67,3.75,5.0,12,7,11,5,5,4,53,47,74,62,-5,-9
318.0,draw,2.8,3.25,2.5,7,5,4,6,6,8,53,73,71,57,-1,17
319.0,away win,3.9,3.4,1.95,4,6,3,4,7,4,54,55,81,52,-18,-9
320.0,draw,2.0,3.4,3.75,4,5,4,3,12,6,58,57,70,74,-6,3
321.0,draw,2.3,3.3,3.1,6,7,2,6,8,9,78,69,65,71,20,-14
322.0,home win,9.5,6.5,1.25,4,15,5,18,10,4,51,84,63,47,0,10
323.0,home win,1.05,15.0,29.0,9,4,14,8,6,11,89,71,70,84,1,10
324.0,home win,1.4,4.2,9.0,5,4,4,4,5,6,42,59,46,69,-5,-11
325.0,away win,3.2,3.4,2.2,4,12,5,12,8,5,47,59,50,78,-14,-6
326.0,draw,1.83,3.5,4.33,4,10,3,8,7,7,47,73,63,57,-13,6
327.0,away win,8.5,4.0,1.44,4,15,6,7,7,1,52,49,78,41,-16,22
328.0,home win,1.62,4.0,5.25,5,6,5,2,7,2,76,57,55,45,9,9
329.0,home win,1.4,4.5,8.0,8,9,5,9,4,5,55,56,50,53,-3,-2
330.0,home win,1.2,6.0,15.0,15,5,8,3,1,4,53,56,42,44,18,2
331.0,draw,2.4,3.1,3.1,4,3,4,3,6,6,48,50,55,73,-6,-11
332.0,draw,2.7,3.1,2.7,5,8,4,7,5,7,67,72,57,57,-8,10
333.0,home win,1.75,3.6,4.75,5,5,7,5,11,8,79,45,74,66,-12,-11
334.0,away win,2.5,3.25,2.8,4,4,7,3,12,10,69,67,99,66,8,16
335.0,home win,1.2,7.0,12.0,12,10,11,7,5,3,93,60,46,52,22,7
336.0,home win,1.4,4.5,8.0,12,6,10,3,4,7,52,39,87,81,-20,-18
337.0,home win,2.0,3.4,3.75,8,3,7,5,8,10,70,55,56,45,9,-4
338.0,home win,2.8,3.25,2.5,9,7,9,4,7,4,54,46,52,46,-7,-11
339.0,draw,1.65,3.6,5.5,5,4,3,4,5,6,54,53,49,52,3,-8
340.0,away win,3.1,3.5,2.2,3,8,6,6,11,8,62,75,52,68,0,3
341.0,home win,2.1,3.3,3.5,4,9,3,9,5,7,50,59,70,44,-4,-2
342.0,away win,2.2,3.3,3.3,3,10,2,9,11,8,42,70,81,59,-26,9
343.0,home win,1.05,13.0,34.0,9,6,17,4,6,4,105,58,63,60,4,-19
344.0,home win,1.95,3.5,3.75,7,12,7,12,5,3,57,52,60,81,-4,-8
345.0,away win,1.62,3.75,5.5,4,1,6,5,10,13,41,66,79,90,-20,8
346.0,away win,4.33,3.75,1.75,6,15,6,8,7,1,71,58,62,45,9,12
347.0,away win,6.5,4.5,1.44,7,12,3,9,4,3,46,92,46,44,-6,23
348.0,home win,1.8,3.75,4.2,7,6,7,2,10,2,69,56,68,75,7,12
349.0,away win,3.75,3.6,1.91,10,9,11,10,8,6,72,61,64,57,1,5
350.0,draw,1.07,11.0,26.0,12,7,9,4,5,4,98,46,41,70,32,-14
351.0,away win,2.25,3.25,3.25,9,5,8,4,6,6,55,64,45,51,6,3
352.0,away win,1.91,3.5,4.0,6,10,4,11,7,8,57,74,66,64,-13,8
353.0,home win,2.0,3.4,3.75,5,1,2,5,5,11,57,43,72,73,12,-21
354.0,home win,1.57,4.0,5.5,3,0,5,3,12,11,56,66,84,52,2,0
355.0,home win,15.0,5.5,1.22,5,15,4,8,4,1,54,51,64,49,-13,-2
356.0,draw,1.14,7.5,17.0,12,5,18,4,2,6,112,67,51,51,8,15
357.0,draw,1.75,3.6,4.75,9,4,11,4,5,7,49,39,67,54,-5,-6
358.0,draw,1.44,4.5,6.5,8,3,6,2,8,13,70,47,73,81,12,-14
359.0,draw,11.0,7.0,1.2,8,13,3,19,4,2,58,118,67,47,-1,10
360.0,home win,3.3,3.4,2.15,5,6,4,5,4,5,46,56,79,72,-13,-1
361.0,home win,1.57,4.33,5.0,4,10,3,11,6,6,42,68,58,60,-7,-2
362.0,draw,1.75,3.75,4.5,12,8,12,6,4,8,60,81,58,73,7,11
363.0,draw,1.2,6.5,13.0,12,6,6,6,2,6,64,54,43,44,1,8
364.0,home win,3.6,3.5,2.0,0,6,4,3,12,5,70,44,56,74,9,-5
